user,url,komentar
admiraldihardian,https://www.instagram.com/admiraldihardian/,"Tai bgt pedagang² konvensional yg menolak perkembangan teknologi, NYUSAHIN tau ga lo. Ga siap persiapan dan bisanya nyalahin. Lapak Tanah Abang aja udah 70% ga layak. Terus sekarang malah matiin usaha orang. Inimah ojek pangkalan vs ojek online 2.0!"
linrahmawatiofficial,https://www.instagram.com/linrahmawatiofficial/,"kenapa pas udah booming malah di tutup gini, apa” yg udh booming pasti ada aja gk dibolehinnya"
karinapramudhita,https://www.instagram.com/karinapramudhita/,dahlah beli di kliwon aja
smunjin,https://www.instagram.com/smunjin/,
itanoviyasari,https://www.instagram.com/itanoviyasari/,Barusan check out murah lg pakkkkk
_anggipspt_,https://www.instagram.com/_anggipspt_/,Di gw yang muncul orang jualan Skintific
axeldevis_,https://www.instagram.com/axeldevis_/,"MENURUT ANDA ITU BERPENGARUH BAIK UNTUK UMKM LOKAL KAH?JELAS TIDAKLAH,DI DALAM TIKTOK BANYAK YANG JUAL PRODUK LOKAL JUGA LOH,CONTOH NYA ERIGO HAHA,ERIGO GEDE DARI TIKTOKSHOP JUGA LOH PAK,SAMPAI GO INTERNASIONAL."
dirhamrzldi,https://www.instagram.com/dirhamrzldi/,Enak kayanya jd pemerintah😮
dyarenggasti,https://www.instagram.com/dyarenggasti/,SOOOO SAAADDD 😢
grafland.paath,https://www.instagram.com/grafland.paath/,yahh nt lagi
harragee,https://www.instagram.com/harragee/,"Merasakan bgt toko yg aku jaga jadi sepi, omset menurun. Gaji di potong. Jam kerja di kurangi. kebanyakan yg beli yg bener2 butuh cepat n mendesak. 😢 skrg orang2 bukan ngomongin belanja online di shopee/tokped lagi tapi semua nya ngomongin Tiktok Shop."
keishavlyn,https://www.instagram.com/keishavlyn/,PANTESAN BANYAK ORG KULIAH DILUAR KGK BALIK ORG LAPANGAN KERJANYE BEGINI
ii_chul_305,https://www.instagram.com/ii_chul_305/,"Ibu"" kalau ke pasar beli barang contoh baju harganya 100rb malah di tawar 50 RB 😢. Giliran ad baju di tiktok harga 150rb discon 50rb .malah di beli juga 🥲ibu sya kalau beli baju atau produk lain . biasanya survei dlu keliling mencari yg termurah trus kalau di rasa udah cukup kembali lagi ke toko awal . Tanpa di tawar bahkan kadang orang nya yg turunkan harga sendiri.bgtu waktu sya temani ibu sya ke pasar sih .gak tau kalau ibu kalian 🙏"
tegarpatualang,https://www.instagram.com/tegarpatualang/,Kalau mau bunuh rakyat kecil secara halus kok pinter banget ya otaknyaa
uhjar,https://www.instagram.com/uhjar/,😢😢 gimana nasib orang2 yg penghasilannya dr sini pak ?   ini terlalu mendadak pak
shidiq_a_s,https://www.instagram.com/shidiq_a_s/,alhamdulilah
jungozali,https://www.instagram.com/jungozali/,Sorry ga setuju sama hal ini. Uda zamannya disruption is a new era. Jadi ya harus inovasi terus di kala disrupsi/gangguan2. Bukan menutup lapak/lahan orang. Kebijakan seharusnya bisa bertindak bagi banyak org bukan hanya sekelompok org tertentu saja.
untungstore,https://www.instagram.com/untungstore/,kembali ke IGlive🙈
apriandhani,https://www.instagram.com/apriandhani/,"masalahnya dari sistem perdagangannya sih, sekarang banyak pabrikan langsung turun berjualan dengan harga miring, sedangkan distributor/grosir/pengecer ini malah jadi bersaing sama harga pabrik dan al hasil kalah saing"
ragatamaaa,https://www.instagram.com/ragatamaaa/,ini mah sama aja menyelesaikan masalah dengan masalah. gimana nasib yang udah bangun personal branding dari nol biar usahanya dikenal banyak orang.  padahal banyak juga yang mulai merintis jualan di tiktok.😢
novirini45,https://www.instagram.com/novirini45/,
fffuckkkx,https://www.instagram.com/fffuckkkx/,host live lagi pada nyari loker kah?
nalendragram,https://www.instagram.com/nalendragram/,"Harusnya yg di atur di regulasi import barang China yg spesifik merugikan industri UMKM lokal/banyak menyerap tenaga kerja lokal (misalkan tekstil, garmen). Andai itu di atur, TikTok Shop malah bisa jadi sangat menguntungkan bagi ekonomi Indonesia. Trus pemerintah kasih insentif buat produk dari sektor industri UMKM yg paling laku di e-commerce untuk mereka bangun pabrik di indonesia, scale up produksi jadi masif biar lebih murah. Yg akhirnya kita bisa pakai TikTok Shop ini sebagai momentum reverse industri Indonesia yg ekspor ke China, alih alih produk China yg import ke Indonesia. Kenapa tidak seperti itu saja berpikirnya?"
pins.farm,https://www.instagram.com/pins.farm/,Bagus emng harus gitu 🔥
keishavlyn,https://www.instagram.com/keishavlyn/,NYARI KERJA AJA SUSAH BANGUN BISNIS BEGINI TOLONG LAHHHHH
armamentery,https://www.instagram.com/armamentery/,parah bgt dah
purple_ryz,https://www.instagram.com/purple_ryz/,Tiktok media sosial bukan media jualan
sonnnnnnn07,https://www.instagram.com/sonnnnnnn07/,
gavyn.a.f,https://www.instagram.com/gavyn.a.f/,:)
renozulpi,https://www.instagram.com/renozulpi/,"Ga pernah muncul, sekalinya muncul bikin kebijakan yg aneh. Sudah waktunya pensiun Pak"
chichakirani,https://www.instagram.com/chichakirani/,ih padahal promonya banyak bgttttt
virgiawan.alfa,https://www.instagram.com/virgiawan.alfa/,"Menurut gue sih ini udah bener, soalnya kan dari awal kemunculannya Tiktok bukan marketplace."
indahzs,https://www.instagram.com/indahzs/,wes ora iso tuku barang tanpa biaya penanganan meneh iki kak
ayam.kaki.5,https://www.instagram.com/ayam.kaki.5/,Eh gimana jadi skripsi gua awowkwok
zyaapril,https://www.instagram.com/zyaapril/,Jajal cek en Mak  opo Iyo.. Ng tiktokku jik enek keranjang kuning e..😂😂
arlinda420,https://www.instagram.com/arlinda420/,"Suka ga suka kalau buat kepentingan negara gapapa kalau mau diberhentikan. Inget skintifik sama originote kemaren . Dulu bilangnya originote produk lokal dan skintific produk canada. Eh ternyata produk china. Pantes aja promosinya bisa segencar itu di aplikasi tiktok. Masih ada tokped , shopee dan lazada yang lebih aman."
agusangataa,https://www.instagram.com/agusangataa/,Bentar lagi Shoope dan tokped jgaa jdi incaran ngk nihh😌
alghazalimr,https://www.instagram.com/alghazalimr/,Waktu opang teriak2 sepi pelanggan kenapa gojek ga diblokir ya 🤔
yonatanaditya95,https://www.instagram.com/yonatanaditya95/,"Gak yakin juga bakalan beralih ke toko ofline, org udah males kali dateng ke toko... Ga usah nyalah2in tiktok., Mari bersaing sehat 🙌"
badut_446,https://www.instagram.com/badut_446/,"jangan salahin orang awan yg jualan online tapi salahin juga artis yg ikut jualan di online skrng artis artis serakah rejeki orang selalu ke embat,dulu berawal dari youtube semua youtuber pada kesel karna jatah penonton mereka ke embat ama artis artis tau sendiri kan nama mereka udh terkenal di televisi gmna jadinya kalau mereka ngeyoutube pasti rame dan itu biki youtuber"" yg ngumpulin viewers bertahun tahun jadi berkurang karna artis artis pada ngeyoutube dengan menjual nama mereka,dan sekarang tiktok pun mereka embat dri orng orng awam yg pengen cari rejeki dengan modal usaha dan usaha itu ga gampang butuh waktu lama buat naikin followers biar bisa jualan tpi skrng artis pada main tiktok pada jualan juga di tiktok,seenggaknya gini kalau udah ngeyoutube yaudah tiktok itu jatah orng orng awam orng orng yg belom dikenal sama siapapun"
mhmmdmrwn__,https://www.instagram.com/mhmmdmrwn__/,see you keranjang kuning
smlaila_,https://www.instagram.com/smlaila_/,Pesenan gue begimana dah
santia_wr,https://www.instagram.com/santia_wr/,baru juga join tiktok afiliasi 😢
ifavangobel,https://www.instagram.com/ifavangobel/,
rizkyhermawwan,https://www.instagram.com/rizkyhermawwan/,Ketawa sih kalo masih sepi jga HAHAHA
derastarini,https://www.instagram.com/derastarini/,"Guys kita kalo mau jajan keripik pedes gimana ya kalo tutup, soalnya dagangnya cuma di tiktok🥲"
nabilalabilah,https://www.instagram.com/nabilalabilah/,Anjay baru jg mulai
nblljnnh,https://www.instagram.com/nblljnnh/,Udah mulai berjalan pak?
noxcizarazta,https://www.instagram.com/noxcizarazta/,Slot bebas ya
whoisbams,https://www.instagram.com/whoisbams/,"Nah gini dong tegas,smga bukan krn tahun depan pemilu 😃"
bdr2mn_,https://www.instagram.com/bdr2mn_/,👏
fitraalfaridzi,https://www.instagram.com/fitraalfaridzi/,"Yealaaah, baru jualan udah diberhentiin aj 😂"
uraylaban,https://www.instagram.com/uraylaban/,KETAWA AJA LIAT PEJABAT NEGARA PADA LUCU-LUCU 😂😂
am.ambar_,https://www.instagram.com/am.ambar_/,Mentri yg diatas pny apl ijo³ itu jd sepi guys. Mkanya gaboleh jualn ditiktok 😍
wlsnwwjy,https://www.instagram.com/wlsnwwjy/,WKWKWKK Ga semua orang siap buat disapu sih😂😂😂😂
docio404,https://www.instagram.com/docio404/,"Dari pada di tutup mending bikin regulasi baru sama kaya toko offline, produsen dilarang jual produk satuan, mereka harus jual grosiran. Masalahnya jualan live gitu berguna bgt bagi aing yg makes jalan ke mall atau ke pasar cuma buat belanja barang sebiji doang. Astagaaah"
zhafirahramahadi6,https://www.instagram.com/zhafirahramahadi6/,issh
loop.loopdesign,https://www.instagram.com/loop.loopdesign/,Kebijakan punya 1 anak cukup kayaknya perlu di terapkan di indo. Seperti di China dulu udah kebanyakan Populasi akhirnya banyak pengangguran.
bobby_guo,https://www.instagram.com/bobby_guo/,"Abis promosi juga tetap bisa transaksi.. bedanya jd nda ada pihak ke 3 saja, jadi transaksinya langsung antara pedagang sama customer harga masih tetap bisa miring… kalau permasalahannya produk china aplikasi2 lain juga banyak yang jual kok.. ada yang langsung kirim dari sana malah.."
fl0ydrose,https://www.instagram.com/fl0ydrose/,??? 😢
unykim_,https://www.instagram.com/unykim_/,Kalo gitu turunin harga tiket pesawat dong biar bisa belanja di tanah abang🥰
mmillania,https://www.instagram.com/mmillania/,kenapa ga dibuat akses tiktok shop hanya boleh official store dan umkm saja yg berjualan . jadi kaya artis2 papan atas ditolak buat live berjualan.
cdiamanis,https://www.instagram.com/cdiamanis/,Tiktok setoran ke pemerintahnya kurang kali 🤭🤣
danirama_lo,https://www.instagram.com/danirama_lo/,oalah negri konohaa
euissssssssssssss_,https://www.instagram.com/euissssssssssssss_/,Paling tepat
theunionfilm,https://www.instagram.com/theunionfilm/,"Mentri perdagangan malah ngelarang berdagang,, jancok sekali!! g ada hub tiktok sm real.. smua bersaing dgn polanya.. cuma orang lemah yg rengek krn itu ini. Kita sepi.. halah taikkk!!"
levyy_faufa,https://www.instagram.com/levyy_faufa/,
sonyhrs_,https://www.instagram.com/sonyhrs_/,😂
atokkdalanggg,https://www.instagram.com/atokkdalanggg/,uda ga main tt cak
nandaforensika,https://www.instagram.com/nandaforensika/,Apakah ini yg menyebabkan tiap post video pke keranjang kuning auto rendah viewers🥲🥲 even pake produk umkm :”)
utitiarra,https://www.instagram.com/utitiarra/,"Alhamdulillah, mak gue jualan ngebul lagi di pasar😌"
rian310103,https://www.instagram.com/rian310103/,"Setuju sih, kasihan banget penjual offline ini. TikTok shop bakar harga dibanting sampe jatuh banget itu baju harga 100 dapat 10 itu gimana ceritanya coba. And then itu kebanyakan barang luar negeri produk lokal pasaran nya jadi hancur bgt. Setuju bgt tiktok shop dihapuskan"
aa_bay,https://www.instagram.com/aa_bay/,Balik copi lagi
ilmi_1r,https://www.instagram.com/ilmi_1r/,bang apakah ini langkah yg tepat atau sebaliknya??🙌🙌
friyantifry_,https://www.instagram.com/friyantifry_/,Fix sudah gak bisa CO kah di tiktok?
santiadrianaa,https://www.instagram.com/santiadrianaa/,sekarang juga platform lainnya ada live live juga...(contoh : shopee skrg ada livenya)atuh selagi ngebantu ekonomi orang-orang gamasalah gaksiiii…. banyak bgtbgtbgtbgt yangpunya bisnis online kebantu juga di tiktokshop…rezeki kan udah diatur masing-masing yaaa... yang penting usaha niat sm doa kan…ini ada fasilitas buat berbisnis kok dilarang -larang siiii….itu judi online kok gadiilangin yg jelas merugikan kan hiiiimaap ya gais aku cuma ikut berpendapat aja disini hehe pasti ada pro kontra juga lah yaaa gitu ajasih
hii_dhamarr,https://www.instagram.com/hii_dhamarr/,Norak sih kelamaan di hutan
rizkyhalal,https://www.instagram.com/rizkyhalal/,Guys tiktok gue ga bs dibuka.. Klo dibuka HP gue error.. Dy cm tampil logonya doang.. Ada yg sama atau pernah ngalamin? Solusinya selain apus aplikasi terus download lg ada kah? 😔
frizkia4,https://www.instagram.com/frizkia4/,"Gimana mau maju yaa, liat orang maju dikit lgsg diserang😢 padahal kan harusnya belajar gimana caranya jualan onlen tuh"
raecha.angeline,https://www.instagram.com/raecha.angeline/,Ok
ssellalalala__,https://www.instagram.com/ssellalalala__/,Wah jnt sama jne sepi job ini
inovberia,https://www.instagram.com/inovberia/,"keputusan yg bijak. pasar tenabang, pasar pagi asemka tuh asset loh. suka 🫶🏻"
dekrisrzqsyh16,https://www.instagram.com/dekrisrzqsyh16/,Di ajak maju malah minta mundur 😂
alvio_nita,https://www.instagram.com/alvio_nita/,Yah msh bnyak barang  yg blm kebeli di keranjang kuning tiktok ogut ni huhuu
thisisnurl,https://www.instagram.com/thisisnurl/,Masih ada toko oren😍😍
tharikza,https://www.instagram.com/tharikza/,Gak ssetuju🙌
foxhound182,https://www.instagram.com/foxhound182/,Masih ada kok keranjang kuning nya
akmallrafi,https://www.instagram.com/akmallrafi/,"Store offline kewalahan ngadepin kasus ini bnyk toko offline bangkrut ,pabrik pabrik ikut terpuruk terutama di kab bdg"
raf.lee_,https://www.instagram.com/raf.lee_/,hadehh sipaling menolak ikut jaman
attv1us_,https://www.instagram.com/attv1us_/,STRES KANJOD
fatmaazhariii,https://www.instagram.com/fatmaazhariii/,
ricooyuhuu,https://www.instagram.com/ricooyuhuu/,apa gue doang nih yang belum pernah belanja online? 😂
we.shop01,https://www.instagram.com/we.shop01/,Jadi bingung
pinks_projects,https://www.instagram.com/pinks_projects/,mending nonton bigo live
ibnu_m98,https://www.instagram.com/ibnu_m98/,Yang katanya menuju era digitalisasi yg karanya menuju indonesia maku 😂
yogi_candra31,https://www.instagram.com/yogi_candra31/,Mantap
meratunn,https://www.instagram.com/meratunn/,
ramadhnptra._,https://www.instagram.com/ramadhnptra._/,goblok
_angginovita.sr,https://www.instagram.com/_angginovita.sr/,Hupsss
aswaradhinata,https://www.instagram.com/aswaradhinata/,Emang seluruh dunia mau ke tanah abang kan ndak mungkin ongkos transportnya mahal 😂😂
cnp2912,https://www.instagram.com/cnp2912/,Konsekuensi nya apa jika ada yg melanggar? Yg jelas dong
bestaricitraa,https://www.instagram.com/bestaricitraa/,Wkwkwk ga kaya lagi deh gw
alifalfyanrhmnd,https://www.instagram.com/alifalfyanrhmnd/,
hasan.pratama__,https://www.instagram.com/hasan.pratama__/,"Lawak broo,masyarakat aja sebagian dialihkan ke listrik berarti mengikuti perkembangan zaman,tapi ko  jualan tik tok dilarang,apa sdm tanah abang yg kurang?tidak bisa mengikuti perkembangan zaman"
amyapryn,https://www.instagram.com/amyapryn/,"aku yg sbetulnya seneng tiktokshop karna ga bingung cari baju ukuran bigsize lagi , yg promosiin jg ukurannya sama kaya aku , jadi ga zoonk , tp kasian jg liat pedangan yg lain , tp aku ga punya wktu jg klo harus ke mall atau pasar buat beli 🥺"
photocopybagus,https://www.instagram.com/photocopybagus/,Wah wah wah..
azizanngrh_,https://www.instagram.com/azizanngrh_/,ini termasuk kemajuan atau kemunduran pikiran bapak tua pemerintahan ya🤔
rendyp09,https://www.instagram.com/rendyp09/,Bukannya memperbesar ekonomi malah mempersempit aneh2 pejabat apa penjajah tu
nanaa_anaa001,https://www.instagram.com/nanaa_anaa001/,"Kalo beneran mau di sahkan, kira2 butuh waktu berapa lama untuk benar2 menutup permanen tiktok shop?"
_cantkaa,https://www.instagram.com/_cantkaa/,Paketku gimana ini😢
fadimalia,https://www.instagram.com/fadimalia/,lagian emg ga enak blnja di tiktok dah perasaan
mia_melyani,https://www.instagram.com/mia_melyani/,Aelaaaaah padahal tiktok shop memudahkan bgtt belanja apalagi sambil liat live bisa langsung komunikasi jadi kaya belanja langsung😢
raffirisqullah.05,https://www.instagram.com/raffirisqullah.05/,wah setuju bgt..biar bangkit lagi ekonomi kita para pedagang
wooooooo90088,https://www.instagram.com/wooooooo90088/,Mau lihat sdm rendah lihatlah komen 😂
rafaelambatx,https://www.instagram.com/rafaelambatx/,"Wkwkw paling ntar di LIVE di arahin ke merch storenya,dengan harga yg sama"
fredjisaputro_1001,https://www.instagram.com/fredjisaputro_1001/,Tapi perhari ini masih bisa belanja 🗿
teengkuuu,https://www.instagram.com/teengkuuu/,Semangat ❤️🔥
xghnafslsbl,https://www.instagram.com/xghnafslsbl/,Ujung ujungnya kembali ke toko oren😢 pdhl byk diskon di toktok ih😭
twelve.queenn,https://www.instagram.com/twelve.queenn/,😢
ndungandi218,https://www.instagram.com/ndungandi218/,Gak bakalan bisa nyetop jualan di tiktok
anandrmdhnn,https://www.instagram.com/anandrmdhnn/,Monopoli sih harusnya penjual yang sudah kaya di kasi pajaknya
huhulalawew,https://www.instagram.com/huhulalawew/,konsepnya bakal sama kek IGLive berarti ya?
anandrmdhnn,https://www.instagram.com/anandrmdhnn/,Beli di tempat termasuk sebuah budaya lama harusnya di jaga juga di tambah mereka menjaga produknya
andimas88,https://www.instagram.com/andimas88/,Obat mata minus ada? Ternyata yang komen temannya juga. Iya ada bla bla bla.. diterusin sendiri.....😮😂
ainaanisya12,https://www.instagram.com/ainaanisya12/,Baru mo coba download 😂
itsmekrnwn,https://www.instagram.com/itsmekrnwn/,KENAPAAA???
fahrulmashabi,https://www.instagram.com/fahrulmashabi/,Lah ?
rysid_999,https://www.instagram.com/rysid_999/,Iri bilang boss
javieradamd,https://www.instagram.com/javieradamd/,😂😂😂😂😂😂😂😂😂
kekefaiza,https://www.instagram.com/kekefaiza/,Sial pdhl gua selalu dpt barang bagus + murce bgt .. fak kata gua teh
